Item_ID	Sentence	Trace	SentenceParse
136780:28	but, uh, that's an opportunity * to get out the games	neither	(TOP (S (CC but) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (DT that)) (VP (BES 's) (NP-PRD (DT an) (NN opportunity) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB get) (PRT (RB out)) (NP (DT the) (NNS games))))))) (-DFL- E_S)))
136943:56	walt disney world, and other places, it's just the wrong time of the year 0 * to go *t*-1.	adjunct	(TOP (S (NP-ADV (NP (NNP Walt) (NNP Disney) (NNP World)) (, ,) (CC and) (NP (JJ other) (NNS places))) (, ,) (NP-SBJ (PRP it)) (VP (BES 's) (ADVP (RB just)) (NP-PRD (NP (DT the) (JJ wrong) (NN time)) (PP (IN of) (NP (DT the) (NN year))) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB go) (ADVP-TMP (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))
136956:35	but, there's lots of fun places 0 * to see *t*-1. um,	object	(TOP (S (CC But) (, ,) (NP-SBJ (EX There)) (VP (BES 's) (NP-PRD (NP (NNS lots)) (PP (IN of) (NP (NP (JJ fun) (NNS places)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB see) (NP (-NONE- *T*-1))))))))) (. .) (INTJ (UH Um))) (, ,) (-DFL- E_S)))
136988:24	there's a lot 0 * to do *t*-1 up there.	object	(TOP (S (NP-SBJ (EX There)) (VP (BES 's) (NP-PRD (NP (DT a) (NN lot)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)) (PP-LOC (IN up) (ADVP (RB there))))))))) (. .) (-DFL- E_S)))
137266:50	or it means 0 it's old enough that it's time 0 * to replace the whole thing *t*-1.	adjunct	(TOP (S (CC or) (NP-SBJ (PRP it)) (VP (VBZ means) (SBAR (-NONE- 0) (S (NP-SBJ (PRP it)) (VP (BES 's) (ADJP-PRD (ADJP (JJ old) (RB enough)) (SBAR (IN that) (S (NP-SBJ (PRP it)) (VP (BES 's) (NP-PRD (NP (NN time)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB replace) (NP (DT the) (JJ whole) (NN thing)) (ADVP-TMP (-NONE- *T*-1))))))))))))))) (. .) (-DFL- E_S)))
137268:22	it's time 0 * to replace it *t*-1.	adjunct	(TOP (S (NP-SBJ (PRP It)) (VP (BES 's) (NP-PRD (NP (NN time)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB replace) (NP (PRP it)) (ADVP-TMP (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))
137491:25	because there is lots 0 * to see *t*-1.	object	(TOP (SBAR-PRP (IN because) (S (NP-SBJ (EX there)) (VP (VBZ is) (NP-PRD (NP (NNS lots)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB see) (NP (-NONE- *T*-1))))))))) (. .) (-DFL- E_S)))
138206:69	but, but still, i think 0 it goes back to a commitment by the parents *-1 to, to teach, uh, basic values and basic, uh, respectful of, uh, --ness of authority.		(TOP (S (EDITED (RM (-DFL- \[)) (CC but) (, ,) (IP (-DFL- \+))) (CC but) (RS (-DFL- \])) (INTJ (RB still)) (, ,) (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ (PRP it)) (VP (VBZ goes) (ADVP (RB back)) (PP (IN to) (NP (NP (DT a) (NN commitment)) (PP (IN by) (NP-1 (DT the) (NNS parents))) (S (NP-SBJ (-NONE- *-1)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (RS (-DFL- \])) (VP (VB teach) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (JJ basic) (NNS values)) (CC and) (NP (NP (JJ basic) (, ,) (INTJ (UH uh)) (, ,) (JJ respectful) (EDITED (RM (-DFL- \[)) (PP-UNF (IN of)) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (NN -ness)) (RS (-DFL- \])) (PP (IN of) (NP (NN authority)))))))))))))) (. .) (-DFL- E_S)))
138206:77	but, but still, i think 0 it goes back to a commitment by the parents *-1 to, to teach, uh, basic values and basic, uh, respectful of, uh, --ness of authority.	neither	(TOP (S (EDITED (RM (-DFL- \[)) (CC but) (, ,) (IP (-DFL- \+))) (CC but) (RS (-DFL- \])) (INTJ (RB still)) (, ,) (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ (PRP it)) (VP (VBZ goes) (ADVP (RB back)) (PP (IN to) (NP (NP (DT a) (NN commitment)) (PP (IN by) (NP-1 (DT the) (NNS parents))) (S (NP-SBJ (-NONE- *-1)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (RS (-DFL- \])) (VP (VB teach) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (JJ basic) (NNS values)) (CC and) (NP (NP (JJ basic) (, ,) (INTJ (UH uh)) (, ,) (JJ respectful) (EDITED (RM (-DFL- \[)) (PP-UNF (IN of)) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (NN -ness)) (RS (-DFL- \])) (PP (IN of) (NP (NN authority)))))))))))))) (. .) (-DFL- E_S)))
138254:53	i think 0 that probably does have, have something 0 *t*-1 to do with it,	neither	(TOP (S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ (DT that)) (ADVP (RB probably)) (VP (VBZ does) (EDITED (RM (-DFL- \[)) (VP-UNF (VB have)) (, ,) (IP (-DFL- \+))) (VP (VB have) (RS (-DFL- \])) (NP (NP (NN something)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-1)) (VP (TO to) (VP (VB do) (PP (IN with) (NP (PRP it))))))))))))) (, ,) (-DFL- E_S)))
138293:31	and i kind of drew up some simple plans * to make some book shelves	neither	(TOP (S (CC and) (NP-SBJ (PRP I)) (ADVP (RB kind) (RB of)) (VP (VBD drew) (PRT (RP up)) (NP (DT some) (JJ simple) (NNS plans) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB make) (NP (DT some) (NN book) (NNS shelves))))))) (-DFL- E_S)))
138438:19	it's an opportunity * to get out and relieve some of the pressure that you feel *t*-1 day to day	object	(TOP (S (NP-SBJ (PRP It)) (VP (BES 's) (NP-PRD (DT an) (NN opportunity) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VP (VB get) (ADVP-LOC (RB out))) (CC and) (VP (VB relieve) (NP (NP (DT some)) (PP (IN of) (NP (NP (DT the) (NN pressure)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (PRP you)) (VP (VBP feel) (NP (-NONE- *T*-1)) (NP-TMP (NP (NN day)) (PP (IN to) (NP (NN day)))))))))))))))) (-DFL- E_S)))
138797:24	i had the money 0 *-2 to pay for it *t*-1,	adjunct	(TOP (S (NP-SBJ-2 (PRP I)) (VP (VBD had) (NP (NP (DT the) (NN money)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB pay) (PP (IN for) (NP (PRP it))) (ADVP (-NONE- *T*-1)))))))) (, ,) (-DFL- E_S)))
138813:45	so, uh, one out of every three children has nothing 0 *t*-1 to reimburse them for their health care.	neither	(TOP (S (RB So) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (NP (CD one)) (PP (IN out) (PP (IN of) (NP (DT every) (CD three) (NNS children))))) (VP (VBZ has) (NP (NP (NN nothing)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-1)) (VP (TO to) (VP (VB reimburse) (NP (PRP them)) (PP (IN for) (NP (PRP$ their) (NN health) (NN care))))))))) (. .) (-DFL- E_S)))
138956:26	that was a great place 0 * to work *t*-1.	adjunct	(TOP (S (NP-SBJ (WDT that)) (VP (VBD was) (NP-PRD (NP (DT a) (JJ great) (NN place)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB work) (ADVP-LOC (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))
139362:63	i, i just don't have anything, want anything 0 * to do *t*-1 with her any more,	object	(TOP (S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (ADVP (RB just)) (VP (VBP do) (RB n't) (EDITED (RM (-DFL- \[)) (VP (VB have) (NP-UNF (NN anything))) (, ,) (IP (-DFL- \+))) (VP (VB want) (NP (NP (NN anything)) (RS (-DFL- \])) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)) (PP (IN with) (NP (PRP her)))))))) (ADVP-TMP (TYPO (DT any) (JJR more))))) (, ,) (-DFL- E_S)))
140352:44	or are you so busy 0 you don't have time 0 *-1 to do it *t*-2?	adjunct	(TOP (SQ (CC or) (VBP are) (NP-SBJ (PRP you)) (ADJP-PRD (ADJP (RB so) (JJ busy)) (SBAR (-NONE- 0) (S (NP-SBJ-1 (PRP you)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NP (NN time)) (SBAR (WHADVP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (NP (PRP it)) (ADVP-TMP (-NONE- *T*-2)))))))))))) (. ?) (-DFL- E_S)))
140819:63	well. i don't, i don't know if that has anything 0 *t*-1 to do with the intelligence, really, the, the, the training bit, uh.	neither	(TOP (S (INTJ (UH Well)) (. .) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP I)) (VP-UNF (VBP do) (RB n't))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (RS (-DFL- \])) (VP (VB know) (SBAR (IN if) (S (NP-SBJ (DT that)) (VP (VBZ has) (NP (NP (NN anything)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-1)) (VP (TO to) (VP (VB do) (PP (IN with) (NP (DT the) (NN intelligence)))))))) (, ,) (ADVP (RB really)) (, ,) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP-UNF-TPC (DT the)) (, ,) (IP (-DFL- \+))) (NP-UNF-TPC (DT the)) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (NP-TPC (DT the) (RS (-DFL- \])) (NN training) (NN bit)) (, ,) (INTJ (UH uh))))))) (. .) (-DFL- E_S)))
140842:36	they say 0 that's not the way 0 * to do it *t*-1 now.	adjunct	(TOP (S (NP-SBJ (PRP They)) (VP (VBP say) (SBAR (-NONE- 0) (S (NP-SBJ (DT that)) (VP (BES 's) (RB not) (NP-PRD (NP (DT the) (NN way)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))))))))) (ADVP-TMP (RB now))) (. .) (-DFL- E_S)))
141140:31	even * just finding the time 0 * to do the grocery shopping and everything *t*-1.	adjunct	(TOP (S-UNF (S-NOM-SBJ (ADVP (RB Even)) (NP-SBJ (-NONE- *)) (ADVP (RB just)) (VP (VBG finding) (NP (NP (DT the) (NN time)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (NP (DT the) (NN grocery) (NN shopping)) (CC and) (NP (NN everything))) (ADVP-TMP (-NONE- *T*-1))))))))) (. .) (-DFL- N_S)))
141352:62	and most people do not have more than you know a couple of hours drive *ich*-1 at tops * to get there and back.	neither	(TOP (S (CC and) (NP-SBJ (JJS most) (NNS people)) (VP (VBP do) (RB not) (VP (VB have) (NP (NP (JJR more)) (PP (IN than) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know)))) (NP (NP (DT a) (NAC (NN couple) (PP (IN of) (NP (NNS hours)))) (NN drive) (S (-NONE- *ICH*-1))) (PP (IN at) (NP (NNS tops))) (S-1 (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB get) (ADVP-DIR (RB there) (CC and) (RB back)))))))))) (. .) (-DFL- E_S)))
141362:72	so, we have got, uh, uh, my wife and i have, uh, a bit longer ways 0 * to go *t*-1 than most.	object	(TOP (S (RB So) (, ,) (EDITED (S (NP-SBJ (PRP we)) (VP (VBP have) (VP-UNF (VBN got)))) (, ,)) (INTJ (UH uh)) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (NP (PRP$ my) (NN wife)) (CC and) (NP (PRP I))) (VP (VBP have) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (ADJP (NP-ADV (DT a) (NN bit)) (JJR longer)) (NNS ways)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB go) (NP-EXT (-NONE- *T*-1)))))) (PP (IN than) (NP (JJS most))))) (. .) (-DFL- E_S)))
141396:41	and see, my grandmother is the one that *t*-1 use *-2 to plan this stuff basically.	neither	(TOP (S (CC And) (INTJ (UH see)) (, ,) (NP-SBJ (PRP$ my) (NN grandmother)) (VP (VBZ is) (NP-PRD (NP (DT the) (NN one)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ-2 (-NONE- *T*-1)) (VP (TYPO (^VBD use)) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB plan) (NP (DT this) (NN stuff))))))))) (ADVP (RB basically))) (. .) (-DFL- E_S)))
141656:19	always something 0 * to do *t*-1.	object	(TOP (FRAG (ADVP-TMP (RB Always)) (NP (NP (NN something)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1))))))) (. .) (-DFL- E_S)))
142032:27	there really isn't much 0 * to say *t*-1 after you know, you, uh, you know, you, you tell the person what, uh, news there, uh, you know, where their, where they find their sources of information from *t*-2	object	(TOP (S (NP-SBJ (EX there)) (ADVP (RB really)) (VP (VBZ is) (RB n't) (NP-PRD (NP (JJ much)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB say) (NP (-NONE- *T*-1))))))) (SBAR-TMP (IN after) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (S (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP you)) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NP-SBJ (PRP you)) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (NP-SBJ (PRP you)) (RS (-DFL- \])) (VP (VBP tell) (NP (DT the) (NN person)) (SBAR (EDITED (RM (-DFL- \[)) (SBAR (WHNP (WP what) (, ,) (INTJ (UH uh)) (, ,) (NN news)) (S-UNF (NP-SBJ (EX there)))) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (EDITED (RM (-DFL- \[)) (SBAR (WHADVP (WRB where)) (S-UNF (NP-SBJ-UNF (PRP$ their)))) (, ,) (IP (-DFL- \+))) (WHADVP-2 (WRB where)) (S (NP-SBJ (PRP they)) (RS (-DFL- \])) (VP (VBP find) (NP (NP (PRP$ their) (NNS sources)) (PP (IN of) (NP (NN information)))) (PP (IN from) (ADVP-LOC (-NONE- *T*-2)))))))))) (RS (-DFL- \])) (-DFL- E_S)))
142499:34	and mostly, it is just a way 0 * to,		(TOP (S (CC And) (ADVP (RB mostly)) (, ,) (NP-SBJ (PRP it)) (VP (VBZ is) (ADVP (RB just)) (NP-PRD (NP (DT a) (NN way)) (SBAR (WHADVP (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP-UNF (TO to)))))) (, ,) (-DFL- N_S)))
142526:42	but as far as camping, my wife and i have plans * to, uh, not really camp per se, but to drive up the, uh, you know, highway one there in california uh, as soon as we get this house finished *-1.	neither	(TOP (S (CC But) (ADVP (ADVP (RB as) (RB far)) (PP (IN as) (NP (NN camping)))) (, ,) (NP-SBJ (NP (PRP$ my) (NN wife)) (CC and) (NP (PRP I))) (VP (VBP have) (NP (NNS plans) (S (NP-SBJ (-NONE- *)) (VP (VP (TO to) (, ,) (INTJ (UH uh)) (, ,) (RB not) (ADVP (RB really)) (VP (VB camp) (ADVP (FW per) (FW se)))) (, ,) (CC but) (VP (TO to) (VP (VB drive) (PP-DIR (IN up) (NP (NP (DT the) (, ,) (INTJ (UH uh)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NN Highway) (CD One)) (ADVP-LOC (RB there)) (PP-LOC (IN in) (NP (NNP California))))) (INTJ (UH uh)) (, ,) (ADVP-TMP (ADVP (RB as) (RB soon)) (SBAR (IN as) (S (NP-SBJ (PRP we)) (VP (VBP get) (S (NP-SBJ-1 (DT this) (NN house)) (VP (VBN finished) (NP (-NONE- *-1)))))))))))))) (. .) (-DFL- E_S)))
142681:29	but we had all this trim 0 * to paint *t*-1, and lots of it.	object	(TOP (S (CC but) (NP-SBJ (PRP we)) (VP (VBD had) (NP (NP (NP (PDT all) (DT this) (NN trim)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB paint) (NP (-NONE- *T*-1))))))) (, ,) (CC and) (NP (NP (NNS lots)) (PP (IN of) (NP (PRP it)))))) (. .) (-DFL- E_S)))
142690:29	so, i hired this man 0 *t*-1 to come in and do it. a young kid.	neither	(TOP (S (RB So) (, ,) (NP-SBJ (PRP I)) (VP (VBD hired) (NP (NP (NP (DT this) (NN man)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-1)) (VP (TO to) (VP (VP (VB come) (ADVP-DIR (RB in))) (CC and) (VP (VB do) (NP (PRP it)))))))) (. .) (NP (DT A) (JJ young) (NN kid)))) (. .) (-DFL- E_S)))
142751:96	but then that way you know you are assured 0 you did a good job than you are *?*, you know, if you hire someone 0 *t*-1 to do it.	neither	(TOP (S (CONJP (CC But) (RB then)) (NP-MNR (DT that) (NN way)) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know)))) (NP-SBJ (PRP you)) (VP (VBP are) (ADJP-PRD (ADJP (JJ assured) (SBAR (-NONE- 0) (S (NP-SBJ (PRP you)) (VP (VBD did) (NP (DT a) (JJ good) (NN job)))))) (SBAR (IN than) (S (NP-SBJ (PRP you)) (VP (VBP are) (ADJP-PRD (-NONE- *?*)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (SBAR-ADV (IN if) (S (NP-SBJ (PRP you)) (VP (VBP hire) (NP (NP (NN someone)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-1)) (VP (TO to) (VP (VB do) (NP (PRP it))))))))))))))) (. .) (-DFL- E_S)))
142990:82	you know, it *exp*-2's too bad that, uh, it has *-1 to be a forty-two year old guy 0 *t*-3 to, to lead the, uh, the rangers, you know.		(TOP (S (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (NP-SBJ (NP (PRP it)) (SBAR (-NONE- *EXP*-2))) (VP (BES 's) (ADJP-PRD (RB too) (JJ bad)) (SBAR-2 (IN that) (, ,) (INTJ (UH uh)) (, ,) (S (NP-SBJ-1 (PRP it)) (VP (VBZ has) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (NP-PRD (NP (DT a) (ADJP (NP-ADV (CD forty-two) (NN year)) (JJ old)) (NN guy)) (SBAR (WHNP-3 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-3)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (RS (-DFL- \])) (VP (VB lead) (EDITED (RM (-DFL- \[)) (NP-UNF (DT the)) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (NP (DT the) (RS (-DFL- \])) (NNPS Rangers))))))))))))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))) (. .) (-DFL- E_S)))
142990:90	you know, it *exp*-2's too bad that, uh, it has *-1 to be a forty-two year old guy 0 *t*-3 to, to lead the, uh, the rangers, you know.	neither	(TOP (S (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (NP-SBJ (NP (PRP it)) (SBAR (-NONE- *EXP*-2))) (VP (BES 's) (ADJP-PRD (RB too) (JJ bad)) (SBAR-2 (IN that) (, ,) (INTJ (UH uh)) (, ,) (S (NP-SBJ-1 (PRP it)) (VP (VBZ has) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (NP-PRD (NP (DT a) (ADJP (NP-ADV (CD forty-two) (NN year)) (JJ old)) (NN guy)) (SBAR (WHNP-3 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-3)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (RS (-DFL- \])) (VP (VB lead) (EDITED (RM (-DFL- \[)) (NP-UNF (DT the)) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (NP (DT the) (RS (-DFL- \])) (NNPS Rangers))))))))))))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))) (. .) (-DFL- E_S)))
143204:55	but there's, you know, there's a lot 0 * to see *t*-1 here	object	(TOP (S (CC but) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (EX there)) (VP-UNF (BES 's))) (, ,) (IP (-DFL- \+))) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NP-SBJ (EX there)) (VP (BES 's) (RS (-DFL- \])) (NP-PRD (NP (DT a) (NN lot)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB see) (NP (-NONE- *T*-1))))))) (ADVP-LOC (RB here))) (-DFL- E_S)))
143436:29	* seems like a nice place 0 * to go *t*-1.	adjunct	(TOP (S (NP-SBJ (-NONE- *)) (VP (VBZ Seems) (PP (IN like) (NP (NP (DT a) (JJ nice) (NN place)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB go) (ADVP-DIR (-NONE- *T*-1))))))))) (. .) (-DFL- E_S)))
143672:125	i, i don't, i don't think 0 it's, it's a matter of, of, uh, talented people 0 *t*-1 to do it, a-, both as, quote, unquote students and as teachers,	neither	(TOP (S (EDITED (RM (-DFL- \[)) (S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP-UNF (VBP do) (RB n't))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (RS (-DFL- \])) (VP (VB think) (SBAR (-NONE- 0) (S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP it)) (VP-UNF (BES 's))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP it)) (VP (BES 's) (RS (-DFL- \])) (NP-PRD (NP (DT a) (NN matter)) (EDITED (RM (-DFL- \[)) (PP-UNF (IN of)) (, ,) (IP (-DFL- \+))) (PP (IN of) (, ,) (RS (-DFL- \])) (INTJ (UH uh)) (, ,) (NP (NP (JJ talented) (NNS people)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-1)) (VP (TO to) (VP (VB do) (NP (PRP it)) (, ,) (EDITED (RM (-DFL- \[)) (X (RB a-)) (, ,) (IP (-DFL- \+))) (PP (DT both) (PP (IN as) (, ,) (RS (-DFL- \])) (ADVP (NN quote) (, ,) (NN unquote)) (NP (NNS students))) (CC and) (PP (IN as) (NP (NNS teachers)))))))))))))))) (, ,) (-DFL- E_S)))
143942:53	i have *-1 to admit 0 that's one of my favorite places 0 * to shop *t*-2.	adjunct	(TOP (S (NP-SBJ-1 (PRP I)) (VP (VBP have) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB admit) (SBAR (-NONE- 0) (S (NP-SBJ (DT that)) (VP (BES 's) (NP-PRD (NP (CD one)) (PP (IN of) (NP (NP (PRP$ my) (JJ favorite) (NNS places)) (SBAR (WHADVP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB shop) (ADVP-LOC (-NONE- *T*-2)))))))))))))))) (. .) (-DFL- E_S)))
143953:33	well, do you have anything else 0 * to say *t*-1?	object	(TOP (SQ (INTJ (UH Well)) (, ,) (VBP Do) (NP-SBJ (PRP you)) (VP (VB have) (NP (NP (NP (NN anything)) (ADVP (RB else))) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB say) (NP (-NONE- *T*-1)))))))) (. ?) (-DFL- E_S)))
144599:31	well someone who *t*-1's not ready *-2 to give up drugs, uh, you know.	neither	(TOP (S-UNF (INTJ (UH well)) (NP-SBJ (NP (NN someone)) (SBAR (WHNP-1 (WP who)) (S (NP-SBJ-2 (-NONE- *T*-1)) (VP (BES 's) (RB not) (ADJP-PRD (JJ ready) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB give) (PRT (RP up)) (NP (NNS drugs)))))))))) (, ,) (INTJ (UH uh)) (PRN (, ,) (S (NP-SBJ (PRP You)) (VP (VBP know)))) (. .) (-DFL- E_S)))
144614:114	you know, i guess 0 if you consider the two problems, drug addiction and aids aids would have *-1 to come first, i guess, as far as something 0 * to, to do *t*-2 about it.		(TOP (S (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (NP-SBJ (PRP I)) (VP (VBP guess) (SBAR (-NONE- 0) (S (SBAR-ADV (IN if) (S (NP-SBJ (PRP you)) (VP (VBP consider) (NP (NP (DT the) (CD two) (NNS problems)) (, ,) (NP (NP (NN drug) (NN addiction)) (CC and) (NP (NN AIDS))))))) (NP-SBJ-1 (NN AIDS)) (VP (MD would) (VP (VB have) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB come) (ADVP-TMP (RB first)) (PRN (, ,) (S (NP-SBJ (PRP I)) (VP (VBP guess))) (, ,)) (ADVP (ADVP (RB as) (RB far)) (PP (IN as) (NP (NP (NN something)) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (RS (-DFL- \])) (VP (VB do) (NP (-NONE- *T*-2)) (PP (IN about) (NP (PRP it)))))))))))))))))) (. .) (-DFL- E_S)))
